"","opt","ins","net.wrth"
"1607","noadpt",1,696548.384735349
"1608","noadpt",0,699663.268583966
"1609","noadpt",1,849250.153359075
"1610","noadpt",0,806088.962985393
"1611","noadpt",1,683501.769231045
"1612","noadpt",0,657490.123460447
"1613","noadpt",1,785462.673051411
"1614","noadpt",0,712551.44644416
"1615","noadpt",1,840919.097166173
"1616","noadpt",0,806088.962985393
"1617","noadpt",1,839989.294103869
"1618","noadpt",0,838841.852716036
"1619","noadpt",1,831803.029571826
"1620","noadpt",0,817159.242868053
"1621","noadpt",1,629243.813948016
"1622","noadpt",0,620303.695448976
"1623","noadpt",1,695761.628631995
"1624","noadpt",0,699663.268583966
"1625","noadpt",1,768684.67478835
"1626","noadpt",0,749666.805427564
"1627","noadpt",1,655746.22035331
"1628","noadpt",0,638941.263064015
"1629","noadpt",1,726698.776697167
"1630","noadpt",0,664779.003338193
"1631","noadpt",1,688277.1342279
"1632","noadpt",0,685643.171777129
"1633","noadpt",1,687832.795586412
"1634","noadpt",0,685643.171777129
"1635","noadpt",1,752368.049488115
"1636","noadpt",0,703877.226958497
"1637","noadpt",1,722110.646680012
"1638","noadpt",0,712204.641906937
"1639","noadpt",1,722832.352563706
"1640","noadpt",0,712204.641906937
"1641","noadpt",1,677682.151722588
"1642","noadpt",0,673506.463989792
"1643","noadpt",1,746980.908328606
"1644","noadpt",0,740111.208475808
"1645","noadpt",1,759008.310552321
"1646","noadpt",0,700932.031586051
"1647","noadpt",1,703335.904100694
"1648","noadpt",0,698903.068459784
"1649","noadpt",1,840386.860397092
"1650","noadpt",0,838841.852716036
"1651","noadpt",1,707386.227245236
"1652","noadpt",0,687154.478387915
"1653","noadpt",1,657558.116326024
"1654","noadpt",0,630627.317563799
"1655","noadpt",1,756396.269870859
"1656","noadpt",0,757037.762691061
"1657","noadpt",1,694013.91900886
"1658","noadpt",0,673188.698139431
"1659","noadpt",1,755667.732603926
"1660","noadpt",0,664779.003338193
"1661","noadpt",1,631514.825117757
"1662","noadpt",0,616615.923559374
"1663","noadpt",1,708844.038851031
"1664","noadpt",0,693162.160170288
"1665","noadpt",1,724527.821912955
"1666","noadpt",0,717842.93898144
"1667","noadpt",1,786336.291692483
"1668","noadpt",0,783742.847284909
"1669","noadpt",1,774859.644551586
"1670","noadpt",0,749666.805427564
"1671","noadpt",1,693398.605811413
"1672","noadpt",0,679485.728580517
"1673","noadpt",1,844998.039968015
"1674","noadpt",0,806088.962985393
"1675","noadpt",1,648751.322828321
"1676","noadpt",0,618218.458206874
"1677","noadpt",1,750814.365610929
"1678","noadpt",0,743994.819017379
"1679","noadpt",1,693567.600902297
"1680","noadpt",0,657490.123460447
"1681","noadpt",1,762223.492160669
"1682","noadpt",0,695540.807898523
"1683","noadpt",1,755802.295415082
"1684","noadpt",0,757037.762691061
"1685","noadpt",1,840573.211819389
"1686","noadpt",0,838841.852716036
"1687","noadpt",1,840066.2412946
"1688","noadpt",0,838841.852716036
"1689","noadpt",1,631768.476698292
"1690","noadpt",0,616615.923559374
"1691","noadpt",1,630599.122229317
"1692","noadpt",0,620303.695448976
"1693","noadpt",1,721113.896001847
"1694","noadpt",0,706383.359205162
"1695","noadpt",1,696645.503860529
"1696","noadpt",0,699663.268583966
"1697","noadpt",1,773074.028500497
"1698","noadpt",0,700932.031586051
"1699","noadpt",1,739698.738599452
"1700","noadpt",0,695540.807898523
"1701","noadpt",1,820617.243021988
"1702","noadpt",0,804432.570493911
"1703","noadpt",1,752645.352710367
"1704","noadpt",0,743994.819017379
"1705","noadpt",1,657189.917902389
"1706","noadpt",0,636647.793048499
"1707","noadpt",1,741491.0071504
"1708","noadpt",0,730601.522548079
"1709","noadpt",1,760126.422823769
"1710","noadpt",0,700932.031586051
"1711","noadpt",1,674585.693885807
"1712","noadpt",0,654672.898142723
"1713","noadpt",1,713398.969891383
"1714","noadpt",0,632481.150403389
"1715","noadpt",1,637148.44836636
"1716","noadpt",0,618218.458206874
"1717","noadpt",1,817218.010895848
"1718","noadpt",0,787467.525798212
"1719","noadpt",1,689658.925152266
"1720","noadpt",0,679485.728580517
"1721","noadpt",1,828005.769556525
"1722","noadpt",0,804432.570493911
"1723","noadpt",1,810868.003958642
"1724","noadpt",0,787467.525798212
"1725","noadpt",1,691423.430172896
"1726","noadpt",0,679485.728580517
"1727","noadpt",1,632843.653029708
"1728","noadpt",0,616615.923559374
"1729","noadpt",1,891122.429800925
"1730","noadpt",0,897188.520075122
"1731","noadpt",1,834478.827998142
"1732","noadpt",0,828919.473040528
"1733","noadpt",1,694254.993028345
"1734","noadpt",0,690796.275508481
"1735","noadpt",1,730404.523173113
"1736","noadpt",0,719528.334342972
"1737","noadpt",1,662204.934132933
"1738","noadpt",0,638941.263064015
"1739","noadpt",1,691815.240443735
"1740","noadpt",0,679485.728580517
"1741","noadpt",1,775558.534776687
"1742","noadpt",0,749666.805427564
"1743","noadpt",1,748839.033671034
"1744","noadpt",0,730601.522548079
"1745","noadpt",1,646576.310019744
"1746","noadpt",0,630627.317563799
"1747","noadpt",1,694685.20918318
"1748","noadpt",0,690796.275508481
"1749","noadpt",1,781375.530420673
"1750","noadpt",0,760526.4122432
"1751","noadpt",1,840046.355512461
"1752","noadpt",0,838841.852716036
"1753","noadpt",1,647823.511014827
"1754","noadpt",0,608155.111658862
"1755","noadpt",1,701913.565899504
"1756","noadpt",0,657490.123460447
"1757","noadpt",1,660824.762454002
"1758","noadpt",0,636647.793048499
"1759","noadpt",1,661927.251094624
"1760","noadpt",0,628086.731066382
"1761","noadpt",1,669968.204530543
"1762","noadpt",0,651619.422788467
"1763","noadpt",1,892851.061948876
"1764","noadpt",0,897188.520075122
"1765","noadpt",1,833515.009460922
"1766","noadpt",0,828919.473040528
"1767","noadpt",1,745216.846402041
"1768","noadpt",0,730601.522548079
"1769","noadpt",1,830282.380736475
"1770","noadpt",0,806088.962985393
"1771","noadpt",1,645563.158330527
"1772","noadpt",0,622317.097915591
"1773","noadpt",1,763319.903638945
"1774","noadpt",0,703877.226958497
"1775","noadpt",1,763096.990372687
"1776","noadpt",0,700932.031586051
"1777","noadpt",1,690077.631505523
"1778","noadpt",0,677720.873979838
"1779","noadpt",1,700021.106153477
"1780","noadpt",0,657490.123460447
"1781","noadpt",1,641408.232560262
"1782","noadpt",0,608155.111658862
"1783","noadpt",1,840129.974474793
"1784","noadpt",0,838841.852716036
"1785","noadpt",1,733711.418546871
"1786","noadpt",0,719528.334342972
"1787","noadpt",1,724532.894784795
"1788","noadpt",0,717842.93898144
"1789","noadpt",1,844762.70592255
"1790","noadpt",0,846233.276263254
"1791","noadpt",1,833384.452114655
"1792","noadpt",0,828919.473040528
"1793","noadpt",1,690462.248207245
"1794","noadpt",0,673188.698139431
"1795","noadpt",1,628455.229846374
"1796","noadpt",0,620303.695448976
"1797","noadpt",1,785948.593009788
"1798","noadpt",0,782286.429212471
"1799","noadpt",1,704749.269731234
"1800","noadpt",0,698903.068459784
"1801","noadpt",1,709818.895446502
"1802","noadpt",0,698903.068459784
"1803","noadpt",1,804698.096924985
"1804","noadpt",0,794991.793533793
"1805","noadpt",1,787908.819708127
"1806","noadpt",0,782286.429212471
"1807","noadpt",1,735506.406191678
"1808","noadpt",0,695540.807898523
"1809","noadpt",1,674188.799888822
"1810","noadpt",0,654672.898142723
"1811","noadpt",1,756031.949383211
"1812","noadpt",0,757037.762691061
"1813","noadpt",1,691852.552697191
"1814","noadpt",0,679485.728580517
"1815","noadpt",1,661524.334580433
"1816","noadpt",0,630627.317563799
"1817","noadpt",1,721639.921898085
"1818","noadpt",0,712859.64625358
"1819","noadpt",1,756038.940461045
"1820","noadpt",0,757037.762691061
"1821","noadpt",1,649207.635481866
"1822","noadpt",0,608155.111658862
"1823","noadpt",1,688922.031630774
"1824","noadpt",0,673188.698139431
"1825","noadpt",1,742355.145074855
"1826","noadpt",0,664779.003338193
"1827","noadpt",1,781722.80908155
"1828","noadpt",0,766805.050933618
"1829","noadpt",1,835364.463366116
"1830","noadpt",0,824502.828003981
"1831","noadpt",1,803759.301722333
"1832","noadpt",0,794991.793533793
"1833","noadpt",1,697324.431746652
"1834","noadpt",0,678417.417537953
"1835","noadpt",1,694123.722103488
"1836","noadpt",0,690796.275508481
"1837","noadpt",1,704141.078724486
"1838","noadpt",0,685450.667784964
"1839","noadpt",1,682799.039908547
"1840","noadpt",0,673188.698139431
"1841","noadpt",1,733109.059461021
"1842","noadpt",0,719528.334342972
"1843","noadpt",1,777798.371597257
"1844","noadpt",0,712551.44644416
"1845","noadpt",1,752818.871987135
"1846","noadpt",0,743994.819017379
"1847","noadpt",1,653114.612310787
"1848","noadpt",0,636647.793048499
"1849","noadpt",1,743105.594665727
"1850","noadpt",0,740111.208475808
"1851","noadpt",1,688937.997429493
"1852","noadpt",0,685643.171777129
"1853","noadpt",1,630226.557782581
"1854","noadpt",0,620303.695448976
"1855","noadpt",1,703858.945904435
"1856","noadpt",0,685450.667784964
"1857","noadpt",1,658078.612534412
"1858","noadpt",0,636647.793048499
"1859","noadpt",1,680765.799909763
"1860","noadpt",0,668923.87678782
"1861","noadpt",1,766497.262186223
"1862","noadpt",0,751457.975174727
"1863","noadpt",1,724714.277750684
"1864","noadpt",0,712859.64625358
"1865","noadpt",1,805184.434384959
"1866","noadpt",0,794991.793533793
"1867","noadpt",1,764243.326790473
"1868","noadpt",0,751457.975174727
"1869","noadpt",1,672829.700823851
"1870","noadpt",0,654672.898142723
"1871","noadpt",1,629212.673551703
"1872","noadpt",0,620303.695448976
"1873","noadpt",1,748689.726324242
"1874","noadpt",0,664779.003338193
"1875","noadpt",1,714356.108811316
"1876","noadpt",0,706383.359205162
"1877","noadpt",1,785858.844684449
"1878","noadpt",0,712551.44644416
"1879","noadpt",1,724401.196574606
"1880","noadpt",0,712859.64625358
"1881","noadpt",1,700849.173097649
"1882","noadpt",0,673188.698139431
"1883","noadpt",1,679210.284903298
"1884","noadpt",0,651619.422788467
"1885","noadpt",1,655991.27796212
"1886","noadpt",0,636647.793048499
"1887","noadpt",1,785756.474438775
"1888","noadpt",0,783742.847284909
"1889","noadpt",1,762011.82068226
"1890","noadpt",0,751457.975174727
"1891","noadpt",1,688956.299113889
"1892","noadpt",0,657490.123460447
"1893","noadpt",1,844903.530918975
"1894","noadpt",0,846233.276263254
"1895","noadpt",1,789964.060194538
"1896","noadpt",0,782286.429212471
"1897","noadpt",1,812463.55865888
"1898","noadpt",0,787467.525798212
"1899","noadpt",1,765390.354860713
"1900","noadpt",0,751457.975174727
"1901","noadpt",1,694283.336401027
"1902","noadpt",0,677720.873979838
"1903","noadpt",1,690876.719892083
"1904","noadpt",0,679485.728580517
"1905","noadpt",1,752867.48540884
"1906","noadpt",0,712551.44644416
"1907","noadpt",1,722502.974815689
"1908","noadpt",0,717842.93898144
"1909","noadpt",1,820592.69132435
"1910","noadpt",0,804432.570493911
"1911","noadpt",1,722223.0277403
"1912","noadpt",0,717842.93898144
"1913","noadpt",1,678399.018319545
"1914","noadpt",0,651619.422788467
"1915","noadpt",1,809890.763511743
"1916","noadpt",0,787467.525798212
"1917","noadpt",1,722464.288723296
"1918","noadpt",0,712204.641906937
"1919","noadpt",1,761386.84922784
"1920","noadpt",0,749666.805427564
"1921","noadpt",1,701114.494911741
"1922","noadpt",0,679485.728580517
"1923","noadpt",1,825860.598035961
"1924","noadpt",0,817159.242868053
"1925","noadpt",1,710099.196089019
"1926","noadpt",0,678736.11780164
"1927","noadpt",1,629831.924047521
"1928","noadpt",0,620303.695448976
"1929","noadpt",1,845636.456758217
"1930","noadpt",0,846233.276263254
"1931","noadpt",1,781873.204192144
"1932","noadpt",0,766805.050933618
"1933","noadpt",1,838581.80841952
"1934","noadpt",0,806088.962985393
"1935","noadpt",1,727320.841348666
"1936","noadpt",0,664779.003338193
"1937","noadpt",1,659155.294673369
"1938","noadpt",0,636647.793048499
"1939","noadpt",1,696276.907824534
"1940","noadpt",0,699663.268583966
"1941","noadpt",1,841540.675299
"1942","noadpt",0,826049.914637322
"1943","noadpt",1,706131.233812125
"1944","noadpt",0,687154.478387915
"1945","noadpt",1,722074.861803101
"1946","noadpt",0,712859.64625358
"1947","noadpt",1,715889.809533148
"1948","noadpt",0,685834.312160322
"1949","noadpt",1,707738.169390264
"1950","noadpt",0,693162.160170288
"1951","noadpt",1,683457.723649077
"1952","noadpt",0,651619.422788467
"1953","noadpt",1,652987.741639819
"1954","noadpt",0,630627.317563799
"1955","noadpt",1,805588.856732608
"1956","noadpt",0,794991.793533793
"1957","noadpt",1,667443.995472935
"1958","noadpt",0,632481.150403389
"1959","noadpt",1,730137.038030913
"1960","noadpt",0,695540.807898523
"1961","noadpt",1,653319.161977451
"1962","noadpt",0,618218.458206874
"1963","noadpt",1,760503.353950417
"1964","noadpt",0,751457.975174727
"1965","noadpt",1,717920.045064178
"1966","noadpt",0,685834.312160322
"1967","noadpt",1,729829.538254803
"1968","noadpt",0,664779.003338193
"1969","noadpt",1,754100.210460771
"1970","noadpt",0,743994.819017379
"1971","noadpt",1,756127.444093306
"1972","noadpt",0,757037.762691061
"1973","noadpt",1,715919.977876275
"1974","noadpt",0,685834.312160322
"1975","noadpt",1,705950.12749495
"1976","noadpt",0,694983.59684805
"1977","noadpt",1,688049.002270708
"1978","noadpt",0,673188.698139431
"1979","noadpt",1,840076.784607036
"1980","noadpt",0,838841.852716036
"1981","noadpt",1,829009.878696193
"1982","noadpt",0,824502.828003981
"1983","noadpt",1,733046.397060035
"1984","noadpt",0,719528.334342972
"1985","noadpt",1,681309.4808595
"1986","noadpt",0,653480.193082727
"1987","noadpt",1,737498.449778042
"1988","noadpt",0,700932.031586051
"1989","noadpt",1,748179.109391941
"1990","noadpt",0,700932.031586051
"1991","noadpt",1,723423.805402002
"1992","noadpt",0,712859.64625358
"1993","noadpt",1,782749.088934762
"1994","noadpt",0,766805.050933618
"1995","noadpt",1,626934.92261648
"1996","noadpt",0,620303.695448976
"1997","noadpt",1,714896.183710148
"1998","noadpt",0,706383.359205162
"1999","noadpt",1,646922.434905434
"2000","noadpt",0,608155.111658862
