"","opt","ins","net.wrth"
"821","noadpt",1,743034.191633364
"822","noadpt",0,712551.44644416
"823","noadpt",1,705229.2587217
"824","noadpt",0,678736.11780164
"825","noadpt",1,680920.8716407
"826","noadpt",0,654672.898142723
"827","noadpt",1,831306.334918816
"828","noadpt",0,817159.242868053
"829","noadpt",1,756037.492542845
"830","noadpt",0,757037.762691061
"831","noadpt",1,653124.717150857
"832","noadpt",0,638941.263064015
"833","noadpt",1,714632.555579256
"834","noadpt",0,706383.359205162
"835","noadpt",1,825763.18259245
"836","noadpt",0,804432.570493911
"837","noadpt",1,743734.459760405
"838","noadpt",0,740111.208475808
"839","noadpt",1,780814.973346624
"840","noadpt",0,703877.226958497
"841","noadpt",1,654099.801322321
"842","noadpt",0,630627.317563799
"843","noadpt",1,671652.680944686
"844","noadpt",0,651619.422788467
"845","noadpt",1,801342.474902432
"846","noadpt",0,787467.525798212
"847","noadpt",1,674615.172901875
"848","noadpt",0,628086.731066382
"849","noadpt",1,727813.062053004
"850","noadpt",0,712859.64625358
"851","noadpt",1,631114.188182537
"852","noadpt",0,620303.695448976
"853","noadpt",1,763600.617256687
"854","noadpt",0,760005.314634856
"855","noadpt",1,808845.700615071
"856","noadpt",0,787467.525798212
"857","noadpt",1,700532.95763755
"858","noadpt",0,694983.59684805
"859","noadpt",1,662920.563815425
"860","noadpt",0,636647.793048499
"861","noadpt",1,674980.098791966
"862","noadpt",0,651619.422788467
"863","noadpt",1,781696.644307539
"864","noadpt",0,766805.050933618
"865","noadpt",1,789470.358785206
"866","noadpt",0,766805.050933618
"867","noadpt",1,892498.39404812
"868","noadpt",0,897188.520075122
"869","noadpt",1,691309.962144235
"870","noadpt",0,678736.11780164
"871","noadpt",1,732303.061438562
"872","noadpt",0,695540.807898523
"873","noadpt",1,837898.104177379
"874","noadpt",0,826049.914637322
"875","noadpt",1,786398.342096479
"876","noadpt",0,712551.44644416
"877","noadpt",1,807973.010339416
"878","noadpt",0,787467.525798212
"879","noadpt",1,685011.670886588
"880","noadpt",0,668923.87678782
"881","noadpt",1,756419.726124052
"882","noadpt",0,757037.762691061
"883","noadpt",1,834705.255472024
"884","noadpt",0,806088.962985393
"885","noadpt",1,697583.421726065
"886","noadpt",0,699663.268583966
"887","noadpt",1,637196.942244196
"888","noadpt",0,608155.111658862
"889","noadpt",1,695162.281855648
"890","noadpt",0,699663.268583966
"891","noadpt",1,651181.881884382
"892","noadpt",0,622317.097915591
"893","noadpt",1,651296.979628387
"894","noadpt",0,636647.793048499
"895","noadpt",1,708179.617801858
"896","noadpt",0,693162.160170288
"897","noadpt",1,752374.244901505
"898","noadpt",0,703877.226958497
"899","noadpt",1,746848.304781542
"900","noadpt",0,703877.226958497
"901","noadpt",1,832244.032503382
"902","noadpt",0,824502.828003981
"903","noadpt",1,780110.980945432
"904","noadpt",0,766805.050933618
"905","noadpt",1,698360.735517861
"906","noadpt",0,678417.417537953
"907","noadpt",1,827444.598626348
"908","noadpt",0,817159.242868053
"909","noadpt",1,759429.590985463
"910","noadpt",0,703877.226958497
"911","noadpt",1,782976.6927581
"912","noadpt",0,749666.805427564
"913","noadpt",1,693157.153779883
"914","noadpt",0,690796.275508481
"915","noadpt",1,679261.853128012
"916","noadpt",0,651619.422788467
"917","noadpt",1,695564.637554002
"918","noadpt",0,677720.873979838
"919","noadpt",1,765403.209777699
"920","noadpt",0,700932.031586051
"921","noadpt",1,782541.899135846
"922","noadpt",0,700932.031586051
"923","noadpt",1,663811.434868649
"924","noadpt",0,628086.731066382
"925","noadpt",1,716693.852781604
"926","noadpt",0,632481.150403389
"927","noadpt",1,702534.325866859
"928","noadpt",0,678417.417537953
"929","noadpt",1,689377.776995419
"930","noadpt",0,653480.193082727
"931","noadpt",1,733930.867006608
"932","noadpt",0,664779.003338193
"933","noadpt",1,768812.879187759
"934","noadpt",0,751457.975174727
"935","noadpt",1,702046.764694728
"936","noadpt",0,694983.59684805
"937","noadpt",1,755102.634888485
"938","noadpt",0,743994.819017379
"939","noadpt",1,766372.197015001
"940","noadpt",0,751457.975174727
"941","noadpt",1,761547.746136972
"942","noadpt",0,751457.975174727
"943","noadpt",1,829820.687679101
"944","noadpt",0,824502.828003981
"945","noadpt",1,730218.451337969
"946","noadpt",0,719528.334342972
"947","noadpt",1,657607.602411448
"948","noadpt",0,636647.793048499
"949","noadpt",1,691104.88383546
"950","noadpt",0,677720.873979838
"951","noadpt",1,695999.642635981
"952","noadpt",0,685450.667784964
"953","noadpt",1,679523.011131175
"954","noadpt",0,657490.123460447
"955","noadpt",1,629873.024210441
"956","noadpt",0,620303.695448976
"957","noadpt",1,722301.704423525
"958","noadpt",0,712204.641906937
"959","noadpt",1,664568.344684225
"960","noadpt",0,622317.097915591
"961","noadpt",1,763846.809838711
"962","noadpt",0,703877.226958497
"963","noadpt",1,712574.754767247
"964","noadpt",0,685834.312160322
"965","noadpt",1,844787.910265652
"966","noadpt",0,846233.276263254
"967","noadpt",1,631528.451089107
"968","noadpt",0,620303.695448976
"969","noadpt",1,664987.190923586
"970","noadpt",0,628086.731066382
"971","noadpt",1,893183.966347257
"972","noadpt",0,897188.520075122
"973","noadpt",1,671736.302788376
"974","noadpt",0,632481.150403389
"975","noadpt",1,824541.018243847
"976","noadpt",0,817159.242868053
"977","noadpt",1,696285.074378135
"978","noadpt",0,690796.275508481
"979","noadpt",1,709055.111759752
"980","noadpt",0,693162.160170288
"981","noadpt",1,626984.422301058
"982","noadpt",0,620303.695448976
"983","noadpt",1,676422.156707117
"984","noadpt",0,673506.463989792
"985","noadpt",1,746725.660870355
"986","noadpt",0,740111.208475808
"987","noadpt",1,787465.40544046
"988","noadpt",0,782286.429212471
"989","noadpt",1,699232.704917237
"990","noadpt",0,678736.11780164
"991","noadpt",1,745686.80730249
"992","noadpt",0,740111.208475808
"993","noadpt",1,731184.823194458
"994","noadpt",0,719528.334342972
"995","noadpt",1,695273.596109485
"996","noadpt",0,632481.150403389
"997","noadpt",1,804802.038971447
"998","noadpt",0,787467.525798212
"999","noadpt",1,627442.04655748
"1000","noadpt",0,620303.695448976
"1001","noadpt",1,722055.429680631
"1002","noadpt",0,731837.438938878
"1003","noadpt",1,645789.662621007
"1004","noadpt",0,608155.111658862
"1005","noadpt",1,679498.207226047
"1006","noadpt",0,657490.123460447
"1007","noadpt",1,694350.211918055
"1008","noadpt",0,673188.698139431
"1009","noadpt",1,774161.017662159
"1010","noadpt",0,749666.805427564
"1011","noadpt",1,774999.138313372
"1012","noadpt",0,760526.4122432
"1013","noadpt",1,745163.594844217
"1014","noadpt",0,730601.522548079
"1015","noadpt",1,723818.687000546
"1016","noadpt",0,712859.64625358
"1017","noadpt",1,690602.437818496
"1018","noadpt",0,677720.873979838
"1019","noadpt",1,697076.495439984
"1020","noadpt",0,699663.268583966
"1021","noadpt",1,650963.988054277
"1022","noadpt",0,628086.731066382
"1023","noadpt",1,775128.377541765
"1024","noadpt",0,760526.4122432
"1025","noadpt",1,652890.296952902
"1026","noadpt",0,608155.111658862
"1027","noadpt",1,730245.748130562
"1028","noadpt",0,703877.226958497
"1029","noadpt",1,688298.176184134
"1030","noadpt",0,653480.193082727
"1031","noadpt",1,832501.284861579
"1032","noadpt",0,828919.473040528
"1033","noadpt",1,842389.36345585
"1034","noadpt",0,826049.914637322
"1035","noadpt",1,720357.971835013
"1036","noadpt",0,706383.359205162
"1037","noadpt",1,687315.811952388
"1038","noadpt",0,677720.873979838
"1039","noadpt",1,765897.376878308
"1040","noadpt",0,751457.975174727
"1041","noadpt",1,694863.485646971
"1042","noadpt",0,690796.275508481
"1043","noadpt",1,702838.941128477
"1044","noadpt",0,687154.478387915
"1045","noadpt",1,780050.716309173
"1046","noadpt",0,664779.003338193
"1047","noadpt",1,690471.489874913
"1048","noadpt",0,679485.728580517
"1049","noadpt",1,724976.517205418
"1050","noadpt",0,712859.64625358
"1051","noadpt",1,834680.110506075
"1052","noadpt",0,826049.914637322
"1053","noadpt",1,834058.221916167
"1054","noadpt",0,828919.473040528
"1055","noadpt",1,783048.507980229
"1056","noadpt",0,766805.050933618
"1057","noadpt",1,791812.263724359
"1058","noadpt",0,766805.050933618
"1059","noadpt",1,745455.557719755
"1060","noadpt",0,740111.208475808
"1061","noadpt",1,838993.982675655
"1062","noadpt",0,826049.914637322
"1063","noadpt",1,705933.602642284
"1064","noadpt",0,632481.150403389
"1065","noadpt",1,703375.428274171
"1066","noadpt",0,685450.667784964
"1067","noadpt",1,831064.496300864
"1068","noadpt",0,817159.242868053
"1069","noadpt",1,839737.316108073
"1070","noadpt",0,838841.852716036
"1071","noadpt",1,765968.341100844
"1072","noadpt",0,760005.314634856
"1073","noadpt",1,745487.161718362
"1074","noadpt",0,740111.208475808
"1075","noadpt",1,825530.830610854
"1076","noadpt",0,817159.242868053
"1077","noadpt",1,698691.377819296
"1078","noadpt",0,677720.873979838
"1079","noadpt",1,645756.192362382
"1080","noadpt",0,630627.317563799
"1081","noadpt",1,695482.766723088
"1082","noadpt",0,699663.268583966
"1083","noadpt",1,771426.782456316
"1084","noadpt",0,760526.4122432
"1085","noadpt",1,711244.879836269
"1086","noadpt",0,678417.417537953
"1087","noadpt",1,722405.108325851
"1088","noadpt",0,712859.64625358
"1089","noadpt",1,633693.569571572
"1090","noadpt",0,608155.111658862
"1091","noadpt",1,840613.546432668
"1092","noadpt",0,838841.852716036
"1093","noadpt",1,785858.524162213
"1094","noadpt",0,783742.847284909
"1095","noadpt",1,789115.886892153
"1096","noadpt",0,782286.429212471
"1097","noadpt",1,713073.41933449
"1098","noadpt",0,678736.11780164
"1099","noadpt",1,659425.406172942
"1100","noadpt",0,638941.263064015
"1101","noadpt",1,693863.985711151
"1102","noadpt",0,657490.123460447
"1103","noadpt",1,755707.4430028
"1104","noadpt",0,757037.762691061
"1105","noadpt",1,669484.724786748
"1106","noadpt",0,622317.097915591
"1107","noadpt",1,893451.28615412
"1108","noadpt",0,897188.520075122
"1109","noadpt",1,845058.113514419
"1110","noadpt",0,846233.276263254
"1111","noadpt",1,738489.626283676
"1112","noadpt",0,664779.003338193
"1113","noadpt",1,695690.173526206
"1114","noadpt",0,678736.11780164
"1115","noadpt",1,836334.968878291
"1116","noadpt",0,826049.914637322
"1117","noadpt",1,765639.976022186
"1118","noadpt",0,700932.031586051
"1119","noadpt",1,632945.386150208
"1120","noadpt",0,620303.695448976
"1121","noadpt",1,788930.742953053
"1122","noadpt",0,766805.050933618
"1123","noadpt",1,837320.646209089
"1124","noadpt",0,826049.914637322
"1125","noadpt",1,688393.946628534
"1126","noadpt",0,685643.171777129
"1127","noadpt",1,841555.814312714
"1128","noadpt",0,806088.962985393
"1129","noadpt",1,742312.657401495
"1130","noadpt",0,700932.031586051
"1131","noadpt",1,823414.4978582
"1132","noadpt",0,806088.962985393
"1133","noadpt",1,716057.901016574
"1134","noadpt",0,731837.438938878
"1135","noadpt",1,697839.833014878
"1136","noadpt",0,679485.728580517
"1137","noadpt",1,743084.307283708
"1138","noadpt",0,740111.208475808
"1139","noadpt",1,743976.733722491
"1140","noadpt",0,740111.208475808
"1141","noadpt",1,741477.449059961
"1142","noadpt",0,700932.031586051
"1143","noadpt",1,713685.839549501
"1144","noadpt",0,678417.417537953
"1145","noadpt",1,820181.982831012
"1146","noadpt",0,804432.570493911
"1147","noadpt",1,696095.386198268
"1148","noadpt",0,685450.667784964
"1149","noadpt",1,844691.298957536
"1150","noadpt",0,846233.276263254
"1151","noadpt",1,785045.3253526
"1152","noadpt",0,783742.847284909
"1153","noadpt",1,656957.600988899
"1154","noadpt",0,618218.458206874
"1155","noadpt",1,648306.34241655
"1156","noadpt",0,618218.458206874
"1157","noadpt",1,654141.283220398
"1158","noadpt",0,638941.263064015
"1159","noadpt",1,682123.021824165
"1160","noadpt",0,632481.150403389
"1161","noadpt",1,677992.370393391
"1162","noadpt",0,673506.463989792
"1163","noadpt",1,699906.074892784
"1164","noadpt",0,685450.667784964
"1165","noadpt",1,700486.099756983
"1166","noadpt",0,694983.59684805
"1167","noadpt",1,701823.503331479
"1168","noadpt",0,694983.59684805
"1169","noadpt",1,652500.959264704
"1170","noadpt",0,618218.458206874
"1171","noadpt",1,696617.86745894
"1172","noadpt",0,699663.268583966
"1173","noadpt",1,751587.45551503
"1174","noadpt",0,743994.819017379
"1175","noadpt",1,745790.606053615
"1176","noadpt",0,740111.208475808
"1177","noadpt",1,826952.267813602
"1178","noadpt",0,817159.242868053
"1179","noadpt",1,662218.720285387
"1180","noadpt",0,636647.793048499
"1181","noadpt",1,756348.589242708
"1182","noadpt",0,757037.762691061
"1183","noadpt",1,834761.32536229
"1184","noadpt",0,806088.962985393
"1185","noadpt",1,764319.308680057
"1186","noadpt",0,760005.314634856
"1187","noadpt",1,626577.109422534
"1188","noadpt",0,616615.923559374
"1189","noadpt",1,836716.19957949
"1190","noadpt",0,826049.914637322
"1191","noadpt",1,727283.555542587
"1192","noadpt",0,719528.334342972
"1193","noadpt",1,660058.650073755
"1194","noadpt",0,636647.793048499
"1195","noadpt",1,647059.685843252
"1196","noadpt",0,618218.458206874
"1197","noadpt",1,699795.29763564
"1198","noadpt",0,685450.667784964
"1199","noadpt",1,838702.573897675
"1200","noadpt",0,806088.962985393
"1201","noadpt",1,755716.893398992
"1202","noadpt",0,743994.819017379
"1203","noadpt",1,714677.798658544
"1204","noadpt",0,706383.359205162
"1205","noadpt",1,785194.829703215
"1206","noadpt",0,703877.226958497
"1207","noadpt",1,712447.846253486
"1208","noadpt",0,706383.359205162
"1209","noadpt",1,824183.59085252
"1210","noadpt",0,806088.962985393
"1211","noadpt",1,631324.061796772
"1212","noadpt",0,620303.695448976
"1213","noadpt",1,677070.862770435
"1214","noadpt",0,673506.463989792
"1215","noadpt",1,688344.602032195
"1216","noadpt",0,673188.698139431
"1217","noadpt",1,688275.04835061
"1218","noadpt",0,685643.171777129
"1219","noadpt",1,700498.9004707
"1220","noadpt",0,679485.728580517
"1221","noadpt",1,787147.050215943
"1222","noadpt",0,782286.429212471
"1223","noadpt",1,787737.367379621
"1224","noadpt",0,782286.429212471
"1225","noadpt",1,719379.001054806
"1226","noadpt",0,731837.438938878
"1227","noadpt",1,831826.617759065
"1228","noadpt",0,828919.473040528
"1229","noadpt",1,790091.789924012
"1230","noadpt",0,782286.429212471
"1231","noadpt",1,789084.080271604
"1232","noadpt",0,782286.429212471
"1233","noadpt",1,702160.097104346
"1234","noadpt",0,678736.11780164
"1235","noadpt",1,795477.226076251
"1236","noadpt",0,712551.44644416
"1237","noadpt",1,724466.422717045
"1238","noadpt",0,717842.93898144
"1239","noadpt",1,829031.949255628
"1240","noadpt",0,806088.962985393
"1241","noadpt",1,765583.461218309
"1242","noadpt",0,760005.314634856
"1243","noadpt",1,785393.159224639
"1244","noadpt",0,783742.847284909
"1245","noadpt",1,847844.020611268
"1246","noadpt",0,806088.962985393
"1247","noadpt",1,777915.383673486
"1248","noadpt",0,760526.4122432
"1249","noadpt",1,828488.684524026
"1250","noadpt",0,817159.242868053
"1251","noadpt",1,748334.515281666
"1252","noadpt",0,700932.031586051
"1253","noadpt",1,723134.375931107
"1254","noadpt",0,712204.641906937
"1255","noadpt",1,831810.539606892
"1256","noadpt",0,828919.473040528
"1257","noadpt",1,654533.476143083
"1258","noadpt",0,622317.097915591
"1259","noadpt",1,747162.33064429
"1260","noadpt",0,703877.226958497
"1261","noadpt",1,727400.463231981
"1262","noadpt",0,632481.150403389
"1263","noadpt",1,753403.801902859
"1264","noadpt",0,743994.819017379
"1265","noadpt",1,774606.793096864
"1266","noadpt",0,760526.4122432
"1267","noadpt",1,660048.816240502
"1268","noadpt",0,622317.097915591
"1269","noadpt",1,760493.204071932
"1270","noadpt",0,695540.807898523
"1271","noadpt",1,835044.594235225
"1272","noadpt",0,828919.473040528
"1273","noadpt",1,766018.400425555
"1274","noadpt",0,760005.314634856
"1275","noadpt",1,680892.087640286
"1276","noadpt",0,673188.698139431
"1277","noadpt",1,704917.215423314
"1278","noadpt",0,693162.160170288
"1279","noadpt",1,785243.02105846
"1280","noadpt",0,783742.847284909
"1281","noadpt",1,729565.661093915
"1282","noadpt",0,719528.334342972
"1283","noadpt",1,706126.354321068
"1284","noadpt",0,632481.150403389
"1285","noadpt",1,829313.697084762
"1286","noadpt",0,817159.242868053
"1287","noadpt",1,689206.952603973
"1288","noadpt",0,677720.873979838
"1289","noadpt",1,685976.43571291
"1290","noadpt",0,653480.193082727
"1291","noadpt",1,708192.41764406
"1292","noadpt",0,678736.11780164
"1293","noadpt",1,667334.876804822
"1294","noadpt",0,618218.458206874
"1295","noadpt",1,700126.70255085
"1296","noadpt",0,673188.698139431
"1297","noadpt",1,666851.506425144
"1298","noadpt",0,622317.097915591
"1299","noadpt",1,841021.264552367
"1300","noadpt",0,826049.914637322
"1301","noadpt",1,688725.886128702
"1302","noadpt",0,685643.171777129
"1303","noadpt",1,630505.551466151
"1304","noadpt",0,620303.695448976
"1305","noadpt",1,702155.336369501
"1306","noadpt",0,694983.59684805
"1307","noadpt",1,696746.947133551
"1308","noadpt",0,653480.193082727
"1309","noadpt",1,803678.877623514
"1310","noadpt",0,787467.525798212
"1311","noadpt",1,785418.950915176
"1312","noadpt",0,783742.847284909
"1313","noadpt",1,692105.579198132
"1314","noadpt",0,677720.873979838
"1315","noadpt",1,785345.398110332
"1316","noadpt",0,783742.847284909
"1317","noadpt",1,677641.587388592
"1318","noadpt",0,673506.463989792
"1319","noadpt",1,650427.041268008
"1320","noadpt",0,638941.263064015
"1321","noadpt",1,678177.370133805
"1322","noadpt",0,654672.898142723
"1323","noadpt",1,688243.21147193
"1324","noadpt",0,632481.150403389
"1325","noadpt",1,695419.142528006
"1326","noadpt",0,653480.193082727
"1327","noadpt",1,704175.748375963
"1328","noadpt",0,678417.417537953
"1329","noadpt",1,835884.994947828
"1330","noadpt",0,826049.914637322
"1331","noadpt",1,729793.245200769
"1332","noadpt",0,719528.334342972
"1333","noadpt",1,651474.173570521
"1334","noadpt",0,618218.458206874
"1335","noadpt",1,700153.898457847
"1336","noadpt",0,685450.667784964
"1337","noadpt",1,694539.207545325
"1338","noadpt",0,677720.873979838
"1339","noadpt",1,741308.08924547
"1340","noadpt",0,700932.031586051
"1341","noadpt",1,839781.609362563
"1342","noadpt",0,826049.914637322
"1343","noadpt",1,660506.497745913
"1344","noadpt",0,636647.793048499
"1345","noadpt",1,836149.381839132
"1346","noadpt",0,828919.473040528
"1347","noadpt",1,683682.557413296
"1348","noadpt",0,657490.123460447
"1349","noadpt",1,711495.194375475
"1350","noadpt",0,685834.312160322
"1351","noadpt",1,772887.843301046
"1352","noadpt",0,760526.4122432
"1353","noadpt",1,706393.957610958
"1354","noadpt",0,685450.667784964
"1355","noadpt",1,687957.866841319
"1356","noadpt",0,685643.171777129
"1357","noadpt",1,835830.670634759
"1358","noadpt",0,828919.473040528
"1359","noadpt",1,682887.542400716
"1360","noadpt",0,673188.698139431
"1361","noadpt",1,840490.574423704
"1362","noadpt",0,838841.852716036
"1363","noadpt",1,741278.883971282
"1364","noadpt",0,730601.522548079
"1365","noadpt",1,702925.507901549
"1366","noadpt",0,694983.59684805
"1367","noadpt",1,713441.425000221
"1368","noadpt",0,685834.312160322
"1369","noadpt",1,704455.651728381
"1370","noadpt",0,678736.11780164
"1371","noadpt",1,691112.944707882
"1372","noadpt",0,677720.873979838
"1373","noadpt",1,784692.609795157
"1374","noadpt",0,766805.050933618
"1375","noadpt",1,712465.70733486
"1376","noadpt",0,685834.312160322
"1377","noadpt",1,756107.390974068
"1378","noadpt",0,757037.762691061
"1379","noadpt",1,673603.058115057
"1380","noadpt",0,622317.097915591
"1381","noadpt",1,657615.597729732
"1382","noadpt",0,638941.263064015
"1383","noadpt",1,676489.615314222
"1384","noadpt",0,673506.463989792
"1385","noadpt",1,826463.946568002
"1386","noadpt",0,806088.962985393
"1387","noadpt",1,835728.274913994
"1388","noadpt",0,824502.828003981
"1389","noadpt",1,756128.711281216
"1390","noadpt",0,757037.762691061
"1391","noadpt",1,687531.095980111
"1392","noadpt",0,685643.171777129
"1393","noadpt",1,807781.44472941
"1394","noadpt",0,787467.525798212
"1395","noadpt",1,723029.067858229
"1396","noadpt",0,712204.641906937
"1397","noadpt",1,696146.606079653
"1398","noadpt",0,690796.275508481
"1399","noadpt",1,767496.619143226
"1400","noadpt",0,749666.805427564
"1401","noadpt",1,625999.385885546
"1402","noadpt",0,616615.923559374
"1403","noadpt",1,810477.349658428
"1404","noadpt",0,787467.525798212
"1405","noadpt",1,658339.39490722
"1406","noadpt",0,638941.263064015
"1407","noadpt",1,751130.726326397
"1408","noadpt",0,743994.819017379
"1409","noadpt",1,666237.932351045
"1410","noadpt",0,651619.422788467
"1411","noadpt",1,771806.797583226
"1412","noadpt",0,749666.805427564
"1413","noadpt",1,819064.801979205
"1414","noadpt",0,806088.962985393
"1415","noadpt",1,834662.291295701
"1416","noadpt",0,824502.828003981
"1417","noadpt",1,770750.090296566
"1418","noadpt",0,749666.805427564
"1419","noadpt",1,660985.61774642
"1420","noadpt",0,638941.263064015
"1421","noadpt",1,828375.248862165
"1422","noadpt",0,806088.962985393
"1423","noadpt",1,723408.952625745
"1424","noadpt",0,731837.438938878
"1425","noadpt",1,765404.117918671
"1426","noadpt",0,712551.44644416
"1427","noadpt",1,705219.105169692
"1428","noadpt",0,687154.478387915
"1429","noadpt",1,789256.822386024
"1430","noadpt",0,766805.050933618
"1431","noadpt",1,718563.591607367
"1432","noadpt",0,706383.359205162
"1433","noadpt",1,680467.333836726
"1434","noadpt",0,632481.150403389
"1435","noadpt",1,813330.396533487
"1436","noadpt",0,787467.525798212
"1437","noadpt",1,696423.09079809
"1438","noadpt",0,679485.728580517
"1439","noadpt",1,660416.494238217
"1440","noadpt",0,628086.731066382
"1441","noadpt",1,844959.546139756
"1442","noadpt",0,846233.276263254
"1443","noadpt",1,744713.971127163
"1444","noadpt",0,730601.522548079
"1445","noadpt",1,721320.393055181
"1446","noadpt",0,731837.438938878
"1447","noadpt",1,845182.079360368
"1448","noadpt",0,846233.276263254
"1449","noadpt",1,720990.095682553
"1450","noadpt",0,712204.641906937
"1451","noadpt",1,780897.001415939
"1452","noadpt",0,760526.4122432
"1453","noadpt",1,690149.855118744
"1454","noadpt",0,677720.873979838
"1455","noadpt",1,748733.45409693
"1456","noadpt",0,695540.807898523
"1457","noadpt",1,805451.092605302
"1458","noadpt",0,794991.793533793
"1459","noadpt",1,801490.186016691
"1460","noadpt",0,794991.793533793
"1461","noadpt",1,835326.60942046
"1462","noadpt",0,828919.473040528
"1463","noadpt",1,731647.064713465
"1464","noadpt",0,719528.334342972
"1465","noadpt",1,737614.683663285
"1466","noadpt",0,695540.807898523
"1467","noadpt",1,746181.993526771
"1468","noadpt",0,740111.208475808
"1469","noadpt",1,694365.884636931
"1470","noadpt",0,685450.667784964
"1471","noadpt",1,693325.740437467
"1472","noadpt",0,677720.873979838
"1473","noadpt",1,755251.460610223
"1474","noadpt",0,664779.003338193
"1475","noadpt",1,653740.000223139
"1476","noadpt",0,638941.263064015
"1477","noadpt",1,626930.145064515
"1478","noadpt",0,616615.923559374
"1479","noadpt",1,730790.988485883
"1480","noadpt",0,695540.807898523
"1481","noadpt",1,765777.140588624
"1482","noadpt",0,664779.003338193
"1483","noadpt",1,692257.097978065
"1484","noadpt",0,673188.698139431
"1485","noadpt",1,771318.229711734
"1486","noadpt",0,749666.805427564
"1487","noadpt",1,739058.586872597
"1488","noadpt",0,695540.807898523
"1489","noadpt",1,701116.696581766
"1490","noadpt",0,678736.11780164
"1491","noadpt",1,706621.062565127
"1492","noadpt",0,685450.667784964
"1493","noadpt",1,694139.321670022
"1494","noadpt",0,673188.698139431
"1495","noadpt",1,669245.619455615
"1496","noadpt",0,654672.898142723
"1497","noadpt",1,755667.080786273
"1498","noadpt",0,757037.762691061
"1499","noadpt",1,704199.983169583
"1500","noadpt",0,685450.667784964
"1501","noadpt",1,705102.036110269
"1502","noadpt",0,694983.59684805
"1503","noadpt",1,697360.244453964
"1504","noadpt",0,699663.268583966
"1505","noadpt",1,751915.912248493
"1506","noadpt",0,743994.819017379
"1507","noadpt",1,840345.703638396
"1508","noadpt",0,838841.852716036
"1509","noadpt",1,672217.446815439
"1510","noadpt",0,651619.422788467
"1511","noadpt",1,775707.112501955
"1512","noadpt",0,760526.4122432
"1513","noadpt",1,784391.127524275
"1514","noadpt",0,766805.050933618
"1515","noadpt",1,632417.885166557
"1516","noadpt",0,620303.695448976
"1517","noadpt",1,785449.808919436
"1518","noadpt",0,783742.847284909
"1519","noadpt",1,786064.27155086
"1520","noadpt",0,783742.847284909
"1521","noadpt",1,786110.868439029
"1522","noadpt",0,783742.847284909
"1523","noadpt",1,729249.786687034
"1524","noadpt",0,712859.64625358
"1525","noadpt",1,695162.956558073
"1526","noadpt",0,677720.873979838
"1527","noadpt",1,723143.776411751
"1528","noadpt",0,712204.641906937
"1529","noadpt",1,681202.130433623
"1530","noadpt",0,668923.87678782
"1531","noadpt",1,740110.757101425
"1532","noadpt",0,730601.522548079
"1533","noadpt",1,833350.872006166
"1534","noadpt",0,824502.828003981
"1535","noadpt",1,709416.496989116
"1536","noadpt",0,693162.160170288
"1537","noadpt",1,697192.934287282
"1538","noadpt",0,699663.268583966
"1539","noadpt",1,697048.189614825
"1540","noadpt",0,699663.268583966
"1541","noadpt",1,707108.494917014
"1542","noadpt",0,685450.667784964
"1543","noadpt",1,652733.727111924
"1544","noadpt",0,636647.793048499
"1545","noadpt",1,747642.080158946
"1546","noadpt",0,703877.226958497
"1547","noadpt",1,664367.931178679
"1548","noadpt",0,618218.458206874
"1549","noadpt",1,706781.826826759
"1550","noadpt",0,693162.160170288
"1551","noadpt",1,689366.110230828
"1552","noadpt",0,685643.171777129
"1553","noadpt",1,646932.559214237
"1554","noadpt",0,622317.097915591
"1555","noadpt",1,656817.711714429
"1556","noadpt",0,630627.317563799
"1557","noadpt",1,680075.759031767
"1558","noadpt",0,654672.898142723
"1559","noadpt",1,717184.191619512
"1560","noadpt",0,706383.359205162
"1561","noadpt",1,677250.079339338
"1562","noadpt",0,673506.463989792
"1563","noadpt",1,694747.969233977
"1564","noadpt",0,679485.728580517
"1565","noadpt",1,745280.789397464
"1566","noadpt",0,740111.208475808
"1567","noadpt",1,753462.647778693
"1568","noadpt",0,743994.819017379
"1569","noadpt",1,772058.629906165
"1570","noadpt",0,760526.4122432
"1571","noadpt",1,654129.47996218
"1572","noadpt",0,638941.263064015
"1573","noadpt",1,695823.053599734
"1574","noadpt",0,699663.268583966
"1575","noadpt",1,664723.523270193
"1576","noadpt",0,622317.097915591
"1577","noadpt",1,708457.897698572
"1578","noadpt",0,693162.160170288
"1579","noadpt",1,704451.618522502
"1580","noadpt",0,678417.417537953
"1581","noadpt",1,750533.58466701
"1582","noadpt",0,730601.522548079
"1583","noadpt",1,838124.00283101
"1584","noadpt",0,826049.914637322
"1585","noadpt",1,669534.845419259
"1586","noadpt",0,654672.898142723
"1587","noadpt",1,693847.164389633
"1588","noadpt",0,673188.698139431
"1589","noadpt",1,786017.13904788
"1590","noadpt",0,782286.429212471
"1591","noadpt",1,755433.482522607
"1592","noadpt",0,743994.819017379
"1593","noadpt",1,835502.14152467
"1594","noadpt",0,826049.914637322
"1595","noadpt",1,676448.55111955
"1596","noadpt",0,668923.87678782
"1597","noadpt",1,741514.684499781
"1598","noadpt",0,730601.522548079
"1599","noadpt",1,650854.078489269
"1600","noadpt",0,630627.317563799
"1601","noadpt",1,836079.142275408
"1602","noadpt",0,828919.473040528
"1603","noadpt",1,741161.442679778
"1604","noadpt",0,730601.522548079
"1605","noadpt",1,791415.573907102
"1606","noadpt",0,766805.050933618
